Country,ISO3_Code,Region,Income_Group,Year,Crop,Area_Harvested_Ha,Production_Tonnes,Yield_Kg_Ha,Fertilizer_Use_Kg_Ha,Irrigation_Pct,Notes,_source_file,_source_name,_extracted_at,_row_num,_cleaned_at
Indonesia,IDN,Southeast Asia,Lower middle income,1991,Soybeans,5337631.0,10845635.14,2031.92,57.11,26.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2539,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,1998,Rice,4621831.0,19448814.15,4208.03,59.84,28.3,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2540,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2014,Wheat,1173907.0,5200225.29,4429.84,17.84,13.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2541,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2023,Rice,1016442.0,6158024.36,6058.41,87.4,23.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2542,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,2019,Rice,1159858.0,13041560.7,11244.1,179.35,38.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2543,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,1999,Wheat,685258.0,4221619.84,6160.63,86.23,27.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2544,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2014,Wheat,1113629.0,4065168.25,3650.38,20.29,6.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2545,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2022,Maize,1310327.0,18142142.6,13845.51,213.59,16.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2546,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,2009,Wheat,149830.0,870989.44,5813.18,159.37,49.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2547,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2005,Rice,2189214.0,18996037.13,8677.1,198.68,43.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2548,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2021,Soybeans,1094758.0,4047107.9,3696.81,20.45,11.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2549,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,1998,Rice,652901.0,4932910.7,7555.37,182.5,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2550,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,1999,Rice,1524426.0,7359120.83,4827.47,76.42,21.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2551,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2007,Wheat,2215505.0,9746087.86,4399.04,48.71,24.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2552,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2023,Maize,1537294.0,11605848.34,7549.53,87.0,16.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2553,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2001,Soybeans,4538506.0,19288451.3,4249.96,98.44,25.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2554,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2011,Rice,309034.0,1095383.19,3544.54,64.75,,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2555,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2023,Wheat,3967728.0,22920809.81,5776.81,79.91,20.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2556,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2017,Wheat,1164525.0,8067486.72,6927.71,134.15,42.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2557,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2009,Rice,847092.0,5026712.43,5934.08,84.08,35.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2558,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,1998,Maize,3379677.0,34846371.2,10310.56,199.22,19.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2559,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2002,Soybeans,5141852.0,14665723.98,2852.23,83.38,13.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2560,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2007,Rice,2300406.0,7901170.63,3434.69,21.13,5.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2561,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2002,Rice,3354139.0,19951627.41,5948.36,115.09,13.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2562,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2000,Wheat,4699210.0,29214363.9,6216.87,199.0,42.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2563,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2020,Wheat,3728446.0,27094801.14,7267.05,164.97,24.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2564,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,1999,Rice,5586040.0,36833267.15,6593.81,213.09,47.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2565,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,1993,Rice,331582.0,2114150.2,6375.95,105.56,49.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2566,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2015,Soybeans,2027631.0,4059429.48,2002.06,25.7,12.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2567,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,2022,Soybeans,4354386.0,24511428.49,5629.14,135.79,26.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2568,2026-01-14T09:30:23.746169
India,IND,South Asia,Lower middle income,2006,Soybeans,3866747.0,11107682.98,2872.62,65.8,29.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2569,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2005,Maize,465603.0,2946118.04,6327.53,29.86,9.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2570,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2018,Rice,1097719.0,6044016.4,5505.98,33.45,14.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2571,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,2015,Soybeans,2536194.0,14845697.45,5853.53,201.29,41.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2572,2026-01-14T09:30:23.746169
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,Wheat,2863925.0,18414379.92,6429.77,135.93,22.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2573,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,1997,Rice,2609687.0,8307722.37,3183.42,22.01,9.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2574,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2000,Soybeans,1407205.0,3876458.84,2754.72,96.02,29.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2575,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2010,Maize,5059409.0,37784563.59,7468.18,93.25,14.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2576,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,2022,Maize,2340420.0,21126494.98,9026.8,15.84,3.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2577,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,1994,Soybeans,5330212.0,25223210.48,4732.12,157.86,32.2,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2578,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2012,Wheat,4820029.0,20450178.93,4242.75,77.13,26.9,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2579,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,2009,Maize,4700860.0,48052797.53,10222.13,172.06,56.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2580,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,1997,Wheat,3170660.0,18951109.7,5977.02,130.04,61.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2581,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2009,Soybeans,3465745.0,15597191.46,4500.39,157.73,27.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2582,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,1993,Rice,4970192.0,29156206.18,5866.21,74.41,36.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2583,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2004,Soybeans,124440.0,682314.79,5483.08,125.63,24.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2584,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2006,Rice,2043038.0,7807064.31,3821.3,23.29,5.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2585,2026-01-14T09:30:23.746169
United States of America,USA,North America,High income,1994,Wheat,3165493.0,15547735.1,4911.63,,25.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2586,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,2007,Wheat,1404762.0,5085080.41,3619.89,29.54,6.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2587,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2021,Wheat,503208.0,2574739.06,5116.65,59.69,17.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2588,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,2021,Maize,1198066.0,8034744.57,6706.43,28.78,11.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2589,2026-01-14T09:30:23.746169
Tanzania,TZA,Sub-Saharan Africa,Low income,2008,Rice,2331560.0,12206150.0,5235.19,22.64,9.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2590,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2023,Wheat,5034648.0,42430719.21,8427.74,222.06,18.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2591,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2009,Wheat,2201302.0,13680039.17,6214.52,185.49,28.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2592,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2009,Wheat,3872184.0,20498132.59,5293.69,92.93,1.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2593,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,1991,Wheat,603282.0,1341399.51,2223.5,27.34,12.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2594,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,1990,Soybeans,4077056.0,11143438.05,2733.21,108.41,24.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2595,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,2023,Maize,495298.0,5221801.56,10542.75,77.48,27.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2596,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2006,Wheat,4897762.0,30836761.81,6296.09,88.42,29.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2597,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2021,Rice,387865.0,2674753.34,6896.09,66.68,17.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2598,2026-01-14T09:30:23.746169
Great Britain,GBR,Europe,High income,1996,Rice,3579522.0,23792060.54,6646.71,174.89,45.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2599,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2009,Wheat,1328339.0,6457539.88,4861.36,103.36,23.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2600,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,2000,Wheat,3233016.0,17633581.22,5454.22,169.05,59.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2601,2026-01-14T09:30:23.746169
South Korea,KOR,East Asia,High income,2012,Wheat,3920891.0,25765795.14,6571.41,169.44,23.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2602,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2001,Maize,3896206.0,18699334.56,4799.37,70.38,24.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2603,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,1997,Wheat,1701162.0,5086934.56,2990.27,23.31,8.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2604,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,2004,Wheat,1450406.0,5619078.69,3874.14,72.54,20.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2605,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,1994,Wheat,2773926.0,11338887.21,4087.67,143.01,26.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2606,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,2019,Wheat,1371753.0,12373738.66,9020.38,214.09,44.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2607,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2022,Soybeans,4502205.0,19957321.94,4432.79,123.81,16.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2608,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,1995,Maize,2182020.0,9345666.32,4283.03,175.68,37.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2609,2026-01-14T09:30:23.746169
United Kingdom,GBR,Europe,High income,2000,Rice,608045.0,4849132.23,7974.96,160.86,43.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2610,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2015,Soybeans,3211792.0,15000142.93,4670.33,172.94,42.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2611,2026-01-14T09:30:23.746169
France,FRA,Europe,High income,1996,Soybeans,636132.0,2484046.63,3904.92,81.91,50.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2612,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,1991,Maize,1865800.0,6525659.9,3497.51,25.33,11.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2613,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,2013,Soybeans,3087370.0,12804095.51,4147.25,80.75,32.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2614,2026-01-14T09:30:23.746169
Mali,MLI,Sub-Saharan Africa,Low income,2003,Wheat,464917.0,1462489.93,3145.7,16.56,15.5,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2615,2026-01-14T09:30:23.746169
Japan,JPN,East Asia,High income,1990,Wheat,415306.0,2125238.75,5117.28,194.31,26.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2616,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2004,Rice,1378791.0,9196003.26,6669.61,99.18,30.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2617,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,1996,Maize,1277784.0,8516504.7,6665.06,21.97,4.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2618,2026-01-14T09:30:23.746169
Malawi,MWI,Sub-Saharan Africa,Low income,1990,Maize,1950423.0,8280579.2,4245.53,20.3,8.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2619,2026-01-14T09:30:23.746169
Russia,RUS,Europe,Upper middle income,2000,Soybeans,442045.0,1299915.27,2940.69,121.82,35.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2620,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,1993,Maize,484289.0,,4728.77,17.94,12.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2621,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,2023,Maize,2736894.0,13048920.27,4767.78,23.34,9.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2622,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2022,Maize,2220101.0,24145795.26,10875.99,118.93,25.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2623,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,1991,Wheat,1231941.0,3559822.13,2889.6,47.21,28.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2624,2026-01-14T09:30:23.746169
Brazil,BRA,South America,Upper middle income,2016,Rice,1216490.0,8631660.74,7095.55,99.18,29.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2625,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2000,Soybeans,3986307.0,10542981.61,2644.8,91.58,17.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2626,2026-01-14T09:30:23.746169
Pakistan,PAK,South Asia,Lower middle income,2002,Wheat,4684684.0,16157996.37,3449.11,41.89,13.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2627,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2019,Maize,3885502.0,40874233.48,10519.68,92.19,30.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2628,2026-01-14T09:30:23.746169
Thailand,THA,Southeast Asia,Upper middle income,1997,Wheat,346642.0,1700600.21,4905.93,122.3,27.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2629,2026-01-14T09:30:23.746169
Mali,MLI,Sub-Saharan Africa,Low income,1997,Maize,1621913.0,4925438.63,3036.81,19.86,9.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2630,2026-01-14T09:30:23.746169
Australia,AUS,Oceania,High income,2016,Soybeans,4272193.0,24943218.95,5838.5,167.21,8.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2631,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2019,Wheat,2906348.0,23185840.21,7977.65,253.39,61.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2632,2026-01-14T09:30:23.746169
Argentina,ARG,South America,Upper middle income,2011,Soybeans,826337.0,3116347.96,3771.28,153.99,27.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2633,2026-01-14T09:30:23.746169
Kenya,KEN,Sub-Saharan Africa,Low income,2021,Maize,2643277.0,21313917.83,8063.44,28.78,10.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2634,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2011,Maize,752371.0,4395258.07,5841.88,,12.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2635,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,1991,Soybeans,3102971.0,4983642.87,1606.09,,17.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2636,2026-01-14T09:30:23.746169
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1992,Maize,3905938.0,21610436.08,5532.71,,10.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2637,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,2021,Maize,4670467.0,46328763.73,9919.51,94.45,25.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2638,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,2011,Rice,3668864.0,21142091.72,5762.57,62.84,27.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2639,2026-01-14T09:30:23.746169
Egypt,EGY,North Africa,Lower middle income,2005,Maize,1987634.0,13101177.32,6591.34,67.71,25.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2640,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2019,Maize,4786027.0,52985629.64,11070.9,152.18,38.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2641,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2003,Wheat,1677738.0,7955772.26,4741.96,49.01,25.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2642,2026-01-14T09:30:23.746169
Canada,CAN,North America,High income,2006,Rice,1024988.0,7482082.88,7299.68,165.64,35.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2643,2026-01-14T09:30:23.746169
United States,USA,North America,High income,2021,Maize,4076290.0,61611319.22,15114.56,150.0,15.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2644,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2020,Maize,1872593.0,13637609.68,7282.74,65.03,21.3,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2645,2026-01-14T09:30:23.746169
Nepal,NPL,South Asia,Low income,2022,Wheat,1935348.0,8711288.28,4501.15,21.85,12.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2646,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,2021,Soybeans,3219037.0,8511275.61,2644.04,66.33,25.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2647,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,2013,Rice,3598514.0,21260223.19,5908.06,82.43,25.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2648,2026-01-14T09:30:23.746169
Philippines,PHL,Southeast Asia,Lower middle income,2019,Wheat,720007.0,3453003.07,4795.79,97.32,24.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2649,2026-01-14T09:30:23.746169
Bangladesh,BGD,South Asia,Lower middle income,1997,Maize,3029592.0,20328829.71,6710.09,67.86,22.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2650,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,1997,Maize,4073270.0,21300012.75,5229.22,65.96,22.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2651,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,2006,Wheat,2348717.0,12102123.82,5152.65,66.43,25.7,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2652,2026-01-14T09:30:23.746169
Ethiopia,ETH,Sub-Saharan Africa,Low income,2005,Maize,2049899.0,9441628.81,4605.9,28.45,10.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2653,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2016,Rice,2221690.0,9498441.92,4275.32,28.02,4.0,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2654,2026-01-14T09:30:23.746169
China,CHN,East Asia,Upper middle income,2004,Maize,3954848.0,30704921.8,7763.87,107.87,13.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2655,2026-01-14T09:30:23.746169
Ukraine,UKR,Europe,Lower middle income,2015,Maize,2278904.0,16308978.63,7156.5,69.6,40.2,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2656,2026-01-14T09:30:23.746169
Indonesia,IDN,Southeast Asia,Lower middle income,1994,Soybeans,2635923.0,6034327.23,2289.27,86.27,15.1,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2657,2026-01-14T09:30:23.746169
Mexico,MEX,Central America,Upper middle income,2023,Maize,1898633.0,14707740.22,7746.49,139.2,23.5,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2658,2026-01-14T09:30:23.746169
Uganda,UGA,Sub-Saharan Africa,Low income,2009,Maize,1948262.0,12417373.02,6373.56,18.86,14.4,Estimated value,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2659,2026-01-14T09:30:23.746169
Vietnam,VNM,Southeast Asia,Lower middle income,1992,Soybeans,1433063.0,3260019.91,2274.86,60.96,25.8,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2660,2026-01-14T09:30:23.746169
Germany,DEU,Europe,High income,1990,Maize,2640686.0,28767863.85,10894.09,74.09,36.6,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2661,2026-01-14T09:30:23.746169
Myanmar,MMR,Southeast Asia,Low income,2000,Wheat,696651.0,2006013.71,2879.51,26.11,5.9,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2662,2026-01-14T09:30:23.746169
Morocco,MAR,North Africa,Lower middle income,1993,Maize,4635584.0,30414139.37,6561.02,57.27,22.4,,crop_production_1990_2023.csv,fao_crop_production,2026-01-14T09:30:13.131857,2663,2026-01-14T09:30:23.746169
